chr	start	end	Annotation
chr1	41160926	41161122	intron.(NM_001142590,.intron.1.of.14)
chr1	41161133	41162372	intron.(NM_001142590,.intron.2.of.14)
chr1	41164516	41165839	intron.(NM_001142590,.intron.2.of.14)
chr1	41262810	41263025	intron.(NM_004700,.intron.1.of.13)
chr1	41491737	41492335	TTS.(NM_001172222)
chr1	41636513	41638178	intron.(NM_012236,.intron.2.of.14)
chr1	41962033	41962794	Intergenic
chr1	41962992	41963253	Intergenic
chr1	41981272	41985187	intron.(NM_024503,.intron.7.of.8)
chr1	42088367	42089991	intron.(NM_024503,.intron.3.of.8)
chr1	42094880	42095155	intron.(NM_001127714,.intron.1.of.7)
chr1	42126715	42129373	intron.(NM_001127714,.intron.1.of.7)
chr1	42131887	42132106	intron.(NM_001127714,.intron.1.of.7)
chr1	42132222	42134228	intron.(NM_001127714,.intron.1.of.7)
chr1	42137910	42138083	intron.(NM_001127714,.intron.1.of.7)
chr1	42138313	42140189	intron.(NM_001127714,.intron.1.of.7)
chr1	42203856	42205878	intron.(NM_024503,.intron.1.of.8)
chr1	42334077	42334856	intron.(NR_038260,.intron.1.of.2)
chr1	42342744	42342951	intron.(NR_038260,.intron.1.of.2)
chr1	42368116	42368446	intron.(NR_038260,.intron.1.of.2)
chr1	42378368	42378545	intron.(NR_038260,.intron.1.of.2)
chr1	42381724	42386840	promoter-TSS.(NM_001127714)
chr1	42500508	42502343	intron.(NR_038261,.intron.1.of.3)
chr1	43154688	43154996	intron.(NM_004559,.intron.2.of.7)
chr1	43155178	43155378	intron.(NM_004559,.intron.2.of.7)
chr1	43156540	43159041	intron.(NM_004559,.intron.2.of.7)
chr1	43274701	43275893	intron.(NM_199342,.intron.2.of.2)
chr1	43406296	43414009	intron.(NM_006516,.intron.1.of.9)
chr1	43415193	43415524	intron.(NM_006516,.intron.1.of.9)
chr1	43433061	43433278	intron.(NR_033967,.intron.1.of.3)
chr1	43685838	43688670	intron.(NM_001195831,.intron.14.of.23)
chr1	43826281	43826561	exon.(NM_001255,.exon.8.of.11)
chr1	43974437	43974734	Intergenic
chr1	43974766	43975019	Intergenic
chr1	43975077	43975903	Intergenic
chr1	44011243	44012046	intron.(NM_002840,.intron.3.of.33)
chr1	44118835	44121377	intron.(NM_014663,.intron.2.of.21)
chr1	44247340	44251609	intron.(NM_001270465,.intron.2.of.7)
chr1	44278661	44281420	intron.(NR_073016,.intron.3.of.11)
chr1	44282907	44283898	intron.(NM_001270462,.intron.3.of.7)
chr1	44285017	44291984	intron.(NM_001270462,.intron.3.of.7)
chr1	44293959	44308201	intron.(NM_174963,.intron.5.of.12)
chr1	44318129	44320587	intron.(NM_001270466,.intron.4.of.4)
chr1	44329348	44333212	intron.(NR_073021,.intron.6.of.9)
chr1	44333877	44334126	intron.(NR_073021,.intron.6.of.9)
chr1	44396271	44396557	non-coding.(NR_073020,.exon.10.of.10)
chr1	44398315	44403419	intron.(NM_057090,.intron.2.of.4)
chr1	44686585	44687050	TTS.(NM_001034023)
chr1	44730593	44731289	intron.(NM_024066,.intron.7.of.8)
chr1	44735239	44735422	intron.(NM_024066,.intron.7.of.8)
chr1	44735664	44735833	intron.(NM_024066,.intron.7.of.8)
chr1	45110844	45111105	intron.(NM_018150,.intron.11.of.14)
chr1	45308519	45308706	promoter-TSS.(NM_003738)
chr1	45429075	45429247	intron.(NM_001261418,.intron.3.of.10)
chr1	45450637	45452884	intron.(NM_001261418,.intron.1.of.10)
chr1	45786259	45788142	Intergenic
chr1	45943796	45945563	intron.(NM_007170,.intron.1.of.10)
chr1	45961607	45961995	intron.(NR_033297,.intron.3.of.4)
chr1	46025427	46025597	intron.(NM_006066,.intron.2.of.9)
chr1	46047021	46054564	intron.(NM_152298,.intron.1.of.13)
chr1	46055398	46055607	intron.(NM_152298,.intron.1.of.13)
chr1	46081841	46082385	intron.(NM_152298,.intron.11.of.13)
chr1	46136660	46136867	intron.(NM_021639,.intron.2.of.12)
chr1	46302544	46302724	intron.(NM_015112,.intron.3.of.28)
chr1	46308237	46309824	intron.(NM_015112,.intron.3.of.28)
chr1	46328421	46330027	intron.(NM_015112,.intron.3.of.28)
chr1	46454721	46457494	intron.(NM_015112,.intron.5.of.28)
chr1	46579755	46582123	intron.(NM_001303427,.intron.1.of.9)
chr1	46595370	46601752	promoter-TSS.(NR_125987)
chr1	46771977	46772276	intron.(NM_001297566,.intron.1.of.2)
chr1	46772455	46772928	intron.(NM_001297566,.intron.1.of.2)
chr1	46839522	46839777	Intergenic
chr1	47655490	47655841	5'.UTR.(NM_005764,.exon.1.of.4)
chr1	49142217	49142587	intron.(NM_032785,.intron.6.of.13)
chr1	49142603	49144396	intron.(NM_032785,.intron.6.of.13)
chr1	49241067	49244355	promoter-TSS.(NM_001302082)
chr1	49255443	49256415	intron.(NM_032785,.intron.6.of.13)
chr1	49811801	49812025	intron.(NM_032785,.intron.3.of.13)
chr1	50731267	50731498	Intergenic
chr1	50968015	50968228	intron.(NM_007051,.intron.15.of.18)
chr1	51173362	51173537	intron.(NM_007051,.intron.6.of.18)
chr1	51198619	51198982	intron.(NM_007051,.intron.6.of.18)
chr1	51260690	51262728	intron.(NM_007051,.intron.3.of.18)
chr1	51413568	51413859	intron.(NM_007051,.intron.1.of.18)
chr1	51414221	51414424	intron.(NM_007051,.intron.1.of.18)
chr1	51678475	51683792	Intergenic
chr1	51795182	51797562	promoter-TSS.(NM_001297662)
chr1	51963188	51969534	intron.(NM_001981,.intron.1.of.24)
chr1	52090467	52090903	intron.(NM_148906,.intron.1.of.22)
chr1	52153828	52156363	intron.(NM_024586,.intron.3.of.23)
chr1	52372143	52374562	TTS.(NM_002867)
chr1	52418506	52431326	intron.(NM_002867,.intron.2.of.4)
chr1	52441185	52441549	intron.(NM_002867,.intron.2.of.4)
chr1	52449968	52452056	intron.(NM_002867,.intron.1.of.4)
chr1	52454948	52457521	5'.UTR.(NM_002867,.exon.1.of.5)
chr1	52604385	52609730	promoter-TSS.(NM_007324)
chr1	52772213	52772432	intron.(NM_004799,.intron.13.of.18)
chr1	52997654	52998906	intron.(NM_015269,.intron.1.of.29)
chr1	53083160	53083348	Intergenic
chr1	53149035	53149270	Intergenic
chr1	53307869	53310199	intron.(NM_001004339,.intron.1.of.13)
chr1	53332692	53332925	intron.(NM_001004339,.intron.6.of.13)
chr1	53333010	53333546	exon.(NM_001307931,.exon.6.of.13)
chr1	53758179	53759636	intron.(NM_017522,.intron.2.of.15)
chr1	53759749	53759912	intron.(NM_017522,.intron.2.of.15)
chr1	53781834	53782158	intron.(NM_017522,.intron.2.of.15)
chr1	54358682	54358895	Intergenic
chr1	54723181	54723344	intron.(NM_001009955,.intron.5.of.16)
chr1	55007928	55008754	Intergenic
chr1	55030016	55030412	intron.(NM_015547,.intron.1.of.16)
chr1	55263926	55264181	intron.(NM_017904,.intron.1.of.5)
chr1	55352051	55353667	promoter-TSS.(NM_014762)
chr1	55595556	55595764	intron.(NM_015306,.intron.31.of.67)
chr1	55617790	55617924	intron.(NM_015306,.intron.16.of.67)
chr1	55674544	55675765	intron.(NM_015306,.intron.1.of.67)
chr1	55933665	55934127	Intergenic
chr1	55934140	55934628	Intergenic
chr1	56942404	56943815	Intergenic
chr1	56980236	56984063	intron.(NM_003713,.intron.4.of.5)
chr1	56988045	56996566	intron.(NM_003713,.intron.2.of.5)
chr1	57025994	57026258	intron.(NM_003713,.intron.1.of.5)
chr1	57034724	57035067	intron.(NM_003713,.intron.1.of.5)
chr1	57035111	57035374	intron.(NM_003713,.intron.1.of.5)
chr1	57698795	57700382	intron.(NM_021080,.intron.4.of.16)
chr1	57772187	57773077	intron.(NM_021080,.intron.3.of.16)
chr1	58452058	58453285	intron.(NM_021080,.intron.1.of.16)
chr1	59322902	59323747	intron.(NR_108106,.intron.1.of.1)
chr1	59360368	59361595	intron.(NR_034015,.intron.2.of.2)
chr1	59407427	59407772	Intergenic
chr1	59462675	59463759	Intergenic
chr1	59476932	59488332	Intergenic
chr1	59645494	59647754	Intergenic
chr1	59792966	59795039	intron.(NM_001244714,.intron.2.of.13)
chr1	59863112	59863544	intron.(NM_001244714,.intron.3.of.13)
chr1	60043542	60044167	intron.(NM_001244714,.intron.6.of.13)
chr1	60368249	60370095	intron.(NM_000775,.intron.7.of.8)
chr1	60391294	60396413	Intergenic
chr1	61428158	61429849	intron.(NR_110618,.intron.2.of.3)
chr1	61515171	61524049	Intergenic
chr1	61541469	61550059	intron.(NM_001145511,.intron.1.of.10)
chr1	61556817	61558754	intron.(NM_001145512,.intron.3.of.11)
chr1	61649034	61651625	intron.(NM_001145512,.intron.3.of.11)
chr1	61711331	61714302	intron.(NM_001145512,.intron.3.of.11)
chr1	61756571	61756753	intron.(NM_001145512,.intron.4.of.11)
chr1	61884706	61887666	intron.(NM_005595,.intron.9.of.9)
chr1	62107172	62107398	Intergenic
chr1	62561198	62561934	intron.(NM_176877,.intron.33.of.42)
chr1	62561965	62562259	intron.(NM_176877,.intron.33.of.42)
chr1	64143911	64144082	Intergenic
chr1	64636684	64639901	intron.(NM_005012,.intron.8.of.8)
chr1	64641774	64643042	intron.(NM_005012,.intron.8.of.8)
chr1	64688631	64690069	intron.(NM_152489,.intron.6.of.8)
chr1	64708647	64709967	intron.(NM_152489,.intron.8.of.8)
chr1	64935176	64937755	promoter-TSS.(NM_020925)
chr1	64971257	64972362	5'.UTR.(NM_001293274,.exon.1.of.26)
chr1	65094839	65095115	intron.(NM_020925,.intron.4.of.26)
chr1	65095786	65097401	intron.(NM_001293274,.intron.5.of.25)
chr1	65291423	65296076	intron.(NM_018211,.intron.11.of.11)
chr1	65358848	65359104	intron.(NM_002227,.intron.1.of.24)
chr1	65527794	65536094	Intergenic
chr1	65696409	65697663	3'.UTR.(NM_203464,.exon.6.of.6)
chr1	65701337	65702473	Intergenic
chr1	65725224	65727065	Intergenic
chr1	65727076	65727435	Intergenic
chr1	65729913	65730167	promoter-TSS.(NM_014787)
chr1	65730409	65730655	5'.UTR.(NM_014787,.exon.1.of.19)
chr1	65730717	65732767	intron.(NM_014787,.intron.1.of.18)
chr1	65733392	65733654	intron.(NM_014787,.intron.1.of.18)
chr1	65889054	65889454	intron.(NM_001198681,.intron.2.of.4)
chr1	65889467	65890828	intron.(NM_001198681,.intron.2.of.4)
chr1	65891060	65891503	intron.(NM_001003680,.intron.2.of.19)
chr1	66156027	66157001	Intergenic
chr1	66168859	66171463	Intergenic
chr1	66182800	66188880	Intergenic
chr1	66226963	66229456	Intergenic
chr1	66276378	66280375	intron.(NM_002600,.intron.1.of.16)
chr1	66280845	66282267	intron.(NM_002600,.intron.1.of.16)
chr1	66305873	66307631	intron.(NM_002600,.intron.1.of.16)
chr1	66308416	66309659	intron.(NM_002600,.intron.1.of.16)
chr1	66312821	66313407	intron.(NM_002600,.intron.1.of.16)
chr1	66323623	66323928	intron.(NM_002600,.intron.1.of.16)
chr1	66346623	66347582	intron.(NM_002600,.intron.1.of.16)
chr1	66424671	66426308	intron.(NM_002600,.intron.3.of.16)
chr1	66584219	66586352	intron.(NM_001037340,.intron.1.of.14)
chr1	66631199	66637973	intron.(NM_001037340,.intron.1.of.14)
chr1	66642250	66643174	intron.(NM_001037340,.intron.1.of.14)
chr1	66648105	66650295	intron.(NM_001037340,.intron.1.of.14)
chr1	66706387	66711661	intron.(NM_001037340,.intron.1.of.14)
chr1	66712062	66714956	intron.(NM_001297440,.intron.3.of.15)
chr1	66715499	66718153	intron.(NM_001297440,.intron.3.of.15)
chr1	66733399	66733680	intron.(NM_001297440,.intron.6.of.15)
chr1	66734849	66752009	intron.(NM_001297440,.intron.6.of.15)
chr1	66760469	66760756	intron.(NM_001297440,.intron.6.of.15)
chr1	66792620	66792907	intron.(NM_001297440,.intron.6.of.15)
chr1	66860658	66862994	Intergenic
chr1	66863298	66864031	Intergenic
chr1	66865747	66869490	Intergenic
chr1	66891193	66892884	Intergenic
chr1	67194226	67195640	intron.(NM_001308203,.intron.16.of.21)
chr1	67221015	67221397	intron.(NM_152665,.intron.2.of.4)
chr1	67221721	67225753	intron.(NM_152665,.intron.2.of.4)
chr1	67234339	67236085	intron.(NM_152665,.intron.2.of.4)
chr1	67243900	67246105	TTS.(NM_152665)
chr1	67461539	67461800	Intergenic
chr1	67477346	67477615	intron.(NM_015139,.intron.10.of.11)
chr1	67477656	67478151	intron.(NM_015139,.intron.10.of.11)
chr1	67478246	67478529	intron.(NM_015139,.intron.10.of.11)
chr1	67482466	67484131	intron.(NM_015139,.intron.10.of.11)
chr1	67673560	67673736	intron.(NM_144701,.intron.6.of.10)
chr1	67773379	67773605	non-coding.(NR_047584,.exon.1.of.17)
chr1	67966316	67966566	Intergenic
chr1	68028705	68031293	Intergenic
chr1	68147355	68147509	Intergenic
chr1	68212632	68226967	intron.(NM_018841,.intron.2.of.3)
chr1	68643188	68647993	intron.(NM_001193334,.intron.1.of.10)
chr1	68671206	68671431	intron.(NM_024911,.intron.1.of.11)
chr1	68823094	68825463	Intergenic
chr1	68902211	68905792	intron.(NM_000329,.intron.9.of.13)
chr1	68908143	68909312	intron.(NM_000329,.intron.5.of.13)
chr1	68961520	68963525	intron.(NR_110671,.intron.1.of.2)
chr1	69347051	69348420	Intergenic
chr1	70354185	70354643	intron.(NM_020794,.intron.5.of.24)
chr1	70376490	70376752	intron.(NM_020794,.intron.5.of.24)
chr1	70758105	70760124	intron.(NM_030816,.intron.8.of.12)
chr1	70881126	70881613	intron.(NM_001902,.intron.1.of.11)
chr1	72143338	72145669	intron.(NM_173808,.intron.4.of.6)
chr1	72836402	72838484	Intergenic
chr1	73033243	73035172	Intergenic
chr1	73089087	73089282	Intergenic
chr1	73364155	73364927	Intergenic
chr1	73626749	73627185	Intergenic
chr1	75237842	75238294	Intergenic
chr1	75289188	75291744	Intergenic
chr1	75803785	75808031	intron.(NM_001130058,.intron.3.of.23)
chr1	76188918	76194707	intron.(NM_001286042,.intron.1.of.10)
chr1	76540363	76540665	5'.UTR.(NM_001160011,.exon.1.of.4)
chr1	76667832	76668243	intron.(NM_152996,.intron.1.of.4)
chr1	76684702	76685650	intron.(NM_152996,.intron.1.of.4)
chr1	76696489	76697034	intron.(NM_152996,.intron.1.of.4)
chr1	76758765	76762162	intron.(NM_152996,.intron.1.of.4)
chr1	76890144	76892330	intron.(NM_152996,.intron.3.of.4)
chr1	77667570	77668962	intron.(NM_005482,.intron.3.of.10)
chr1	77748240	77748377	promoter-TSS.(NM_012093)
chr1	77878575	77879551	intron.(NM_012093,.intron.7.of.13)
chr1	78223453	78226252	intron.(NM_015017,.intron.1.of.24)
chr1	78235606	78236787	Intergenic
chr1	78276743	78278263	intron.(NM_001270384,.intron.5.of.15)
chr1	79262178	79263981	Intergenic
chr1	79505405	79507565	Intergenic
chr1	79642173	79643742	Intergenic
chr1	79866469	79868064	Intergenic
chr1	79998344	79998590	Intergenic
chr1	80132376	80137221	Intergenic
chr1	80225025	80227952	Intergenic
chr1	80290589	80294111	Intergenic
chr1	80497060	80499187	Intergenic
chr1	80502022	80503895	Intergenic
chr1	80763697	80765158	Intergenic
chr1	80998587	81000600	Intergenic
chr1	81115551	81115814	Intergenic
chr1	81355764	81362245	Intergenic
chr1	81363532	81365447	Intergenic
chr1	81374553	81378581	Intergenic
chr1	81425166	81429718	Intergenic
chr1	81699691	81701739	Intergenic
chr1	81701803	81707280	Intergenic
chr1	81768106	81781080	Intergenic
chr1	81863514	81863653	Intergenic
chr1	81928701	81928992	Intergenic
chr1	82571940	82578203	Intergenic
chr1	82668249	82668563	Intergenic
chr1	82668568	82668832	Intergenic
chr1	82682021	82684262	Intergenic
chr1	82933457	82933804	Intergenic
chr1	83111570	83115378	Intergenic
chr1	83186427	83188623	Intergenic
chr1	83209458	83210247	Intergenic
chr1	83252028	83254666	Intergenic
chr1	83260739	83263048	Intergenic
chr1	84283719	84285509	intron.(NR_119374,.intron.2.of.2)
chr1	84333803	84334049	intron.(NR_049805,.intron.3.of.4)
chr1	84398608	84399049	intron.(NM_024686,.intron.9.of.20)
chr1	84463298	84467747	promoter-TSS.(NM_024686)
chr1	84573419	84573905	intron.(NM_207578,.intron.1.of.8)
chr1	84620877	84621082	intron.(NM_001300916,.intron.1.of.8)
chr1	84621414	84622062	intron.(NM_001300916,.intron.1.of.8)
chr1	84622472	84622997	intron.(NM_001300916,.intron.1.of.8)
chr1	84754196	84755624	Intergenic
chr1	84763622	84765770	intron.(NM_001010971,.intron.1.of.3)
chr1	84766643	84769788	promoter-TSS.(NM_001134664)
chr1	84828207	84829706	Intergenic
chr1	84830960	84831202	non-coding.(NR_003927,.exon.7.of.7)
chr1	84947024	84947187	intron.(NM_025065,.intron.2.of.8)
chr1	85085802	85087464	promoter-TSS.(NR_125761)
chr1	85152464	85152679	intron.(NM_014021,.intron.1.of.14)
chr1	85462825	85462986	promoter-TSS.(NM_153259)
chr1	85463078	85463296	promoter-TSS.(NM_153259)
chr1	85929161	85932586	promoter-TSS.(NM_012137)
chr1	86411707	86414464	intron.(NM_152890,.intron.24.of.59)
chr1	86447918	86449942	intron.(NM_152890,.intron.20.of.59)
chr1	86495317	86496125	intron.(NM_152890,.intron.14.of.59)
chr1	86713051	86714019	Intergenic
chr1	86736073	86737975	Intergenic
chr1	86846112	86846604	intron.(NM_001007022,.intron.7.of.17)
chr1	86897460	86897744	intron.(NM_006536,.intron.4.of.13)
chr1	87218512	87223500	Intergenic
chr1	87231434	87231713	Intergenic
chr1	87258479	87258984	Intergenic
chr1	87353644	87353987	intron.(NM_004261,.intron.2.of.4)
chr1	87495075	87498147	intron.(NM_001134492,.intron.1.of.4)
chr1	87613729	87619608	intron.(NR_026989,.intron.2.of.2)
chr1	87659015	87661093	Intergenic
chr1	87811880	87812255	3'.UTR.(NM_006769,.exon.5.of.5)
chr1	87827431	87828707	intron.(NR_038324,.intron.1.of.3)
chr1	87875034	87879189	Intergenic
chr1	87927695	87931620	Intergenic
chr1	89196417	89198184	intron.(NM_006256,.intron.1.of.21)
chr1	89203130	89203340	intron.(NM_006256,.intron.1.of.21)
chr1	89412960	89413194	intron.(NM_001008662,.intron.10.of.12)
chr1	89467037	89467854	Intergenic
chr1	89751007	89754351	Intergenic
chr1	89823696	89824821	Intergenic
chr1	89851029	89853663	3'.UTR.(NM_198460,.exon.11.of.11)
chr1	89872540	89875211	intron.(NR_003133,.intron.1.of.4)
chr1	89888170	89888460	intron.(NR_003133,.intron.4.of.4)
chr1	89888687	89889012	intron.(NR_003133,.intron.4.of.4)
chr1	89953301	89953737	Intergenic
chr1	89953870	89954302	Intergenic
chr1	89954677	89954846	Intergenic
chr1	90010752	90010941	intron.(NM_001134476,.intron.2.of.7)
chr1	90059805	90061469	3'.UTR.(NM_015350,.exon.6.of.6)
chr1	90062258	90062409	3'.UTR.(NM_015350,.exon.6.of.6)
chr1	90086374	90086555	Intergenic
chr1	90420950	90423780	Intergenic
chr1	90539182	90539347	Intergenic
chr1	91434639	91434884	intron.(NM_201269,.intron.2.of.5)
chr1	91492162	91492438	Intergenic
chr1	91523782	91524082	Intergenic
chr1	91869467	91870639	intron.(NM_001017975,.intron.1.of.38)
chr1	91965715	91967955	5'.UTR.(NM_001134420,.exon.1.of.12)
chr1	92020056	92020194	Intergenic
chr1	92171691	92171881	intron.(NM_003243,.intron.14.of.16)
chr1	92351302	92351478	intron.(NM_001195684,.intron.2.of.17)
chr1	92736853	92739321	intron.(NM_053274,.intron.7.of.18)
chr1	92788672	92790938	exon.(NM_024813,.exon.8.of.13)
chr1	92925452	92925988	Intergenic
chr1	92940703	92943088	intron.(NM_005263,.intron.6.of.6)
chr1	93065245	93065844	intron.(NM_001308248,.intron.17.of.18)
chr1	93317977	93321522	intron.(NM_001252269,.intron.1.of.3)
chr1	93341620	93346016	intron.(NM_001006605,.intron.1.of.4)
chr1	93436956	93444467	Intergenic
chr1	93445771	93447434	Intergenic
chr1	93455484	93457381	Intergenic
chr1	93486571	93486925	Intergenic
chr1	93637717	93638195	intron.(NR_030761,.intron.1.of.4)
chr1	93643069	93647733	promoter-TSS.(NM_001306076)
chr1	93793537	93796332	intron.(NR_034089,.intron.5.of.8)
chr1	94283797	94284027	intron.(NM_001261408,.intron.2.of.13)
chr1	94309916	94310530	intron.(NM_001261408,.intron.2.of.13)
chr1	95186653	95186857	intron.(NR_104131,.intron.2.of.4)
chr1	95533160	95533396	TTS.(NR_132786)
chr1	95550331	95550657	Intergenic
chr1	95581716	95584213	promoter-TSS.(NM_152487)
chr1	95791790	95791983	Intergenic
chr1	97554737	97555027	intron.(NM_000110,.intron.21.of.22)
chr1	97602877	97604899	intron.(NM_000110,.intron.20.of.22)
chr1	97778895	97781971	intron.(NR_046590,.intron.4.of.4)
chr1	98203373	98203668	intron.(NM_001160301,.intron.4.of.5)
chr1	98326167	98326582	intron.(NM_001160301,.intron.2.of.5)
chr1	98329016	98331544	intron.(NM_001160301,.intron.2.of.5)
chr1	98441409	98442379	Intergenic
chr1	98870932	98871263	Intergenic
chr1	99619935	99620086	Intergenic
chr1	99645993	99646436	Intergenic
chr1	100469397	100469582	intron.(NM_012243,.intron.3.of.7)
chr1	100595384	100596601	intron.(NM_001304829,.intron.1.of.15)
chr1	100597533	100599836	promoter-TSS.(NM_194292)
chr1	100829187	100831950	intron.(NM_033312,.intron.2.of.14)
chr1	100871046	100872980	intron.(NM_033312,.intron.4.of.14)
chr1	100886644	100892647	intron.(NM_033312,.intron.4.of.14)
chr1	100983202	100985664	3'.UTR.(NM_003672,.exon.16.of.16)
chr1	100995467	100998028	Intergenic
chr1	101333823	101337536	Intergenic
chr1	101341906	101342305	intron.(NM_001261442,.intron.3.of.3)
chr1	101413811	101417744	intron.(NM_133496,.intron.8.of.10)
chr1	101493335	101495364	intron.(NR_109849,.intron.1.of.4)
chr1	101505254	101507270	intron.(NR_109849,.intron.1.of.4)
chr1	101644021	101644243	Intergenic
chr1	101644772	101645139	Intergenic
chr1	101700549	101705165	promoter-TSS.(NR_104626)
chr1	101711333	101714996	Intergenic
chr1	101759482	101759672	Intergenic
chr1	101773288	101776369	Intergenic
chr1	101872700	101873381	Intergenic
chr1	102188143	102190928	Intergenic
chr1	102247206	102247432	Intergenic
chr1	102498303	102498757	Intergenic
chr1	103399248	103399863	intron.(NM_080630,.intron.44.of.64)
chr1	104599018	104601447	Intergenic
chr1	105009542	105010358	Intergenic
chr1	105135963	105136176	Intergenic
chr1	107598413	107600907	exon.(NM_018137,.exon.1.of.1)
chr1	107682834	107683039	intron.(NM_001312688,.intron.1.of.7)
chr1	107683062	107683293	intron.(NM_001312688,.intron.1.of.7)
chr1	107693302	107693450	intron.(NM_001312688,.intron.2.of.7)
chr1	107789432	107789973	intron.(NM_001312688,.intron.2.of.7)
chr1	107790129	107790312	intron.(NM_001312688,.intron.2.of.7)
chr1	107790544	107790959	intron.(NM_001312688,.intron.2.of.7)
chr1	107791218	107791441	intron.(NM_001312688,.intron.2.of.7)
chr1	107792548	107793178	intron.(NM_001312688,.intron.2.of.7)
chr1	107836588	107836766	intron.(NM_001312688,.intron.2.of.7)
